id,subtype,identifier,hardness,resistance,step_sound,light_opacity,light_level,flags
10,12,flowing_lava,100.0,100.0,step.stone,0,15,0
10,13,flowing_lava,100.0,100.0,step.stone,0,15,0
10,14,flowing_lava,100.0,100.0,step.stone,0,15,0
10,15,flowing_lava,100.0,100.0,step.stone,0,15,0
11,0,lava,100.0,100.0,step.stone,0,15,0
11,1,lava,100.0,100.0,step.stone,0,15,0
11,2,lava,100.0,100.0,step.stone,0,15,0
11,3,lava,100.0,100.0,step.stone,0,15,0
11,4,lava,100.0,100.0,step.stone,0,15,0
11,5,lava,100.0,100.0,step.stone,0,15,0
11,6,lava,100.0,100.0,step.stone,0,15,0
11,7,lava,100.0,100.0,step.stone,0,15,0
11,8,lava,100.0,100.0,step.stone,0,15,0
11,9,lava,100.0,100.0,step.stone,0,15,0
11,10,lava,100.0,100.0,step.stone,0,15,0
11,11,lava,100.0,100.0,step.stone,0,15,0
11,12,lava,100.0,100.0,step.stone,0,15,0
11,13,lava,100.0,100.0,step.stone,0,15,0
11,14,lava,100.0,100.0,step.stone,0,15,0
11,15,lava,100.0,100.0,step.stone,0,15,0
12,0,sand,0.5,0.5,step.sand,255,0,0
12,1,red_sand,0.5,0.5,step.sand,255,0,0
13,0,gravel,0.6,0.6,step.gravel,255,0,0
14,0,gold_ore,3.0,3.0,step.stone,255,0,0
15,0,iron_ore,3.0,3.0,step.stone,255,0,0
16,0,coal_ore,3.0,3.0,step.stone,255,0,0
17,4,oak_log,2.0,2.0,step.wood,255,0,0
17,5,spruce_log,2.0,2.0,step.wood,255,0,0
17,6,birch_log,2.0,2.0,step.wood,255,0,0
17,7,jungle_log,2.0,2.0,step.wood,255,0,0
17,0,log,2.0,2.0,step.wood,255,0,0
17,1,spruce_log,2.0,2.0,step.wood,255,0,0
17,2,birch_log,2.0,2.0,step.wood,255,0,0
17,3,jungle_log,2.0,2.0,step.wood,255,0,0
17,8,oak_log,2.0,2.0,step.wood,255,0,0
17,9,spruce_log,2.0,2.0,step.wood,255,0,0
17,10,birch_log,2.0,2.0,step.wood,255,0,0
17,11,jungle_log,2.0,2.0,step.wood,255,0,0
17,12,oak_log,2.0,2.0,step.wood,255,0,0
17,13,spruce_log,2.0,2.0,step.wood,255,0,0
17,14,birch_log,2.0,2.0,step.wood,255,0,0
17,15,jungle_log,2.0,2.0,step.wood,255,0,0
18,8,oak_leaves,0.2,0.2,step.grass,1,0,0
18,9,spruce_leaves,0.2,0.2,step.grass,1,0,0
18,10,birch_leaves,0.2,0.2,step.grass,1,0,0
18,11,jungle_leaves,0.2,0.2,step.grass,1,0,0
18,12,oak_leaves,0.2,0.2,step.grass,1,0,0
18,13,spruce_leaves,0.2,0.2,step.grass,1,0,0
18,14,birch_leaves,0.2,0.2,step.grass,1,0,0
18,15,jungle_leaves,0.2,0.2,step.grass,1,0,0
18,0,leaves,0.2,0.2,step.grass,1,0,0
18,1,spruce_leaves,0.2,0.2,step.grass,1,0,0
18,2,birch_leaves,0.2,0.2,step.grass,1,0,0
18,3,jungle_leaves,0.2,0.2,step.grass,1,0,0
18,4,oak_leaves,0.2,0.2,step.grass,1,0,0
18,5,spruce_leaves,0.2,0.2,step.grass,1,0,0
18,6,birch_leaves,0.2,0.2,step.grass,1,0,0
18,7,jungle_leaves,0.2,0.2,step.grass,1,0,0
19,1,sponge_wet,0.6,0.6,step.grass,255,0,0
19,0,sponge,0.6,0.6,step.grass,255,0,0
20,0,glass,0.3,0.3,step.stone,0,0,0
21,0,lapis_ore,3.0,3.0,step.stone,255,0,0
22,0,lapis_block,3.0,3.0,step.stone,255,0,0
23,8,dispenser,3.5,3.5,step.stone,255,0,0
23,0,dispenser,3.5,3.5,step.stone,255,0,0
23,9,dispenser,3.5,3.5,step.stone,255,0,0
23,1,dispenser,3.5,3.5,step.stone,255,0,0
23,10,dispenser,3.5,3.5,step.stone,255,0,0
23,2,dispenser,3.5,3.5,step.stone,255,0,0
23,11,dispenser,3.5,3.5,step.stone,255,0,0
23,3,dispenser,3.5,3.5,step.stone,255,0,0
23,12,dispenser,3.5,3.5,step.stone,255,0,0
23,4,dispenser,3.5,3.5,step.stone,255,0,0
23,13,dispenser,3.5,3.5,step.stone,255,0,0
23,5,dispenser,3.5,3.5,step.stone,255,0,0
24,0,sandstone,0.8,0.8,step.stone,255,0,0
24,1,chiseled_sandstone,0.8,0.8,step.stone,255,0,0
24,2,smooth_sandstone,0.8,0.8,step.stone,255,0,0
25,0,noteblock,0.8,0.8,step.stone,255,0,0
26,14,bed,0.2,0.2,step.wood,0,0,0
26,2,bed,0.2,0.2,step.wood,0,0,0
26,10,bed,0.2,0.2,step.wood,0,0,0
26,12,bed,0.2,0.2,step.wood,0,0,0
26,0,bed,0.2,0.2,step.wood,0,0,0
26,8,bed,0.2,0.2,step.wood,0,0,0
26,13,bed,0.2,0.2,step.wood,0,0,0
26,1,bed,0.2,0.2,step.wood,0,0,0
26,9,bed,0.2,0.2,step.wood,0,0,0
26,15,bed,0.2,0.2,step.wood,0,0,0
26,3,bed,0.2,0.2,step.wood,0,0,0
26,11,bed,0.2,0.2,step.wood,0,0,0
27,8,golden_rail,0.7,0.7,step.stone,0,0,0
27,9,golden_rail,0.7,0.7,step.stone,0,0,0
27,10,golden_rail,0.7,0.7,step.stone,0,0,0
27,11,golden_rail,0.7,0.7,step.stone,0,0,0
27,12,golden_rail,0.7,0.7,step.stone,0,0,0
27,13,golden_rail,0.7,0.7,step.stone,0,0,0
27,0,golden_rail,0.7,0.7,step.stone,0,0,0
27,1,golden_rail,0.7,0.7,step.stone,0,0,0
27,2,golden_rail,0.7,0.7,step.stone,0,0,0
27,3,golden_rail,0.7,0.7,step.stone,0,0,0
27,4,golden_rail,0.7,0.7,step.stone,0,0,0
27,5,golden_rail,0.7,0.7,step.stone,0,0,0
28,8,detector_rail,0.7,0.7,step.stone,0,0,0
28,9,detector_rail,0.7,0.7,step.stone,0,0,0
28,10,detector_rail,0.7,0.7,step.stone,0,0,0
28,11,detector_rail,0.7,0.7,step.stone,0,0,0
28,12,detector_rail,0.7,0.7,step.stone,0,0,0
28,13,detector_rail,0.7,0.7,step.stone,0,0,0
28,0,detector_rail,0.7,0.7,step.stone,0,0,0
28,1,detector_rail,0.7,0.7,step.stone,0,0,0
28,2,detector_rail,0.7,0.7,step.stone,0,0,0
28,3,detector_rail,0.7,0.7,step.stone,0,0,0
28,4,detector_rail,0.7,0.7,step.stone,0,0,0
28,5,detector_rail,0.7,0.7,step.stone,0,0,0
29,8,sticky_piston,0.5,0.5,step.stone,0,0,0
29,9,sticky_piston,0.5,0.5,step.stone,0,0,0
29,10,sticky_piston,0.5,0.5,step.stone,0,0,0
29,11,sticky_piston,0.5,0.5,step.stone,0,0,0
29,12,sticky_piston,0.5,0.5,step.stone,0,0,0
29,13,sticky_piston,0.5,0.5,step.stone,0,0,0
29,0,sticky_piston,0.5,0.5,step.stone,0,0,0
29,1,sticky_piston,0.5,0.5,step.stone,0,0,0
29,2,sticky_piston,0.5,0.5,step.stone,0,0,0
29,3,sticky_piston,0.5,0.5,step.stone,0,0,0
29,4,sticky_piston,0.5,0.5,step.stone,0,0,0
29,5,sticky_piston,0.5,0.5,step.stone,0,0,0
30,0,web,4.0,4.0,step.stone,1,0,0
31,0,tallgrass,0.0,0.0,step.grass,0,0,0
31,1,tall_grass,0.0,0.0,step.grass,0,0,0
31,2,fern,0.0,0.0,step.grass,0,0,0
32,0,deadbush,0.0,0.0,step.grass,0,0,0
33,8,piston,0.5,0.5,step.stone,0,0,0
33,9,piston,0.5,0.5,step.stone,0,0,0
33,10,piston,0.5,0.5,step.stone,0,0,0
33,11,piston,0.5,0.5,step.stone,0,0,0
33,12,piston,0.5,0.5,step.stone,0,0,0
33,13,piston,0.5,0.5,step.stone,0,0,0
33,0,piston,0.5,0.5,step.stone,0,0,0
33,1,piston,0.5,0.5,step.stone,0,0,0
33,2,piston,0.5,0.5,step.stone,0,0,0
33,3,piston,0.5,0.5,step.stone,0,0,0
33,4,piston,0.5,0.5,step.stone,0,0,0
33,5,piston,0.5,0.5,step.stone,0,0,0
34,0,piston_head,0.5,0.5,step.stone,0,0,0
34,8,piston_head,0.5,0.5,step.stone,0,0,0
34,1,piston_head,0.5,0.5,step.stone,0,0,0
34,9,piston_head,0.5,0.5,step.stone,0,0,0
34,2,piston_head,0.5,0.5,step.stone,0,0,0
34,10,piston_head,0.5,0.5,step.stone,0,0,0
34,3,piston_head,0.5,0.5,step.stone,0,0,0
34,11,piston_head,0.5,0.5,step.stone,0,0,0
34,4,piston_head,0.5,0.5,step.stone,0,0,0
34,12,piston_head,0.5,0.5,step.stone,0,0,0
34,5,piston_head,0.5,0.5,step.stone,0,0,0
34,13,piston_head,0.5,0.5,step.stone,0,0,0
35,0,wool,0.8,0.8,step.cloth,255,0,0
35,1,red_wool,0.8,0.8,step.cloth,255,0,0
35,2,green_wool,0.8,0.8,step.cloth,255,0,0
35,3,brown_wool,0.8,0.8,step.cloth,255,0,0
35,4,blue_wool,0.8,0.8,step.cloth,255,0,0
35,5,purple_wool,0.8,0.8,step.cloth,255,0,0
35,6,cyan_wool,0.8,0.8,step.cloth,255,0,0
35,7,silver_wool,0.8,0.8,step.cloth,255,0,0
35,8,gray_wool,0.8,0.8,step.cloth,255,0,0
35,9,pink_wool,0.8,0.8,step.cloth,255,0,0
35,10,lime_wool,0.8,0.8,step.cloth,255,0,0
35,11,yellow_wool,0.8,0.8,step.cloth,255,0,0
35,12,light_blue_wool,0.8,0.8,step.cloth,255,0,0
35,13,magenta_wool,0.8,0.8,step.cloth,255,0,0
35,14,orange_wool,0.8,0.8,step.cloth,255,0,0
35,15,white_wool,0.8,0.8,step.cloth,255,0,0
36,0,piston_extension,-1.0,0.0,step.stone,0,0,0
36,8,piston_extension,-1.0,0.0,step.stone,0,0,0
36,1,piston_extension,-1.0,0.0,step.stone,0,0,0
36,9,piston_extension,-1.0,0.0,step.stone,0,0,0
36,2,piston_extension,-1.0,0.0,step.stone,0,0,0
36,10,piston_extension,-1.0,0.0,step.stone,0,0,0
36,3,piston_extension,-1.0,0.0,step.stone,0,0,0
36,11,piston_extension,-1.0,0.0,step.stone,0,0,0
36,4,piston_extension,-1.0,0.0,step.stone,0,0,0
36,12,piston_extension,-1.0,0.0,step.stone,0,0,0
36,5,piston_extension,-1.0,0.0,step.stone,0,0,0
36,13,piston_extension,-1.0,0.0,step.stone,0,0,0
37,0,yellow_flower,0.0,0.0,step.grass,0,0,0
38,0,red_flower,0.0,0.0,step.grass,0,0,0
38,1,blue_orchid,0.0,0.0,step.grass,0,0,0
38,2,allium,0.0,0.0,step.grass,0,0,0
38,3,houstonia,0.0,0.0,step.grass,0,0,0
38,4,red_tulip,0.0,0.0,step.grass,0,0,0
38,5,orange_tulip,0.0,0.0,step.grass,0,0,0
38,6,white_tulip,0.0,0.0,step.grass,0,0,0
38,7,pink_tulip,0.0,0.0,step.grass,0,0,0
38,8,oxeye_daisy,0.0,0.0,step.grass,0,0,0
39,0,brown_mushroom,0.0,0.0,step.grass,0,1,0
40,0,red_mushroom,0.0,0.0,step.grass,0,0,0
41,0,gold_block,3.0,6.0,step.stone,255,0,0
42,0,iron_block,5.0,6.0,step.stone,255,0,0
43,8,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,9,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,10,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,11,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,12,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,13,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,14,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,15,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,0,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,1,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,2,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,3,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,4,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,5,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,6,double_stone_slab,2.0,6.0,step.stone,255,0,0
43,7,double_stone_slab,2.0,6.0,step.stone,255,0,0
44,8,sandstone_slab,2.0,6.0,step.stone,255,0,0
44,9,cobblestone_slab,2.0,6.0,step.stone,255,0,0
44,10,brick_slab,2.0,6.0,step.stone,255,0,0
44,11,stone_brick_slab,2.0,6.0,step.stone,255,0,0
44,12,nether_brick_slab,2.0,6.0,step.stone,255,0,0
44,13,quartz_slab,2.0,6.0,step.stone,255,0,0
44,14,stone_slab,2.0,6.0,step.stone,255,0,0
44,15,sandstone_slab,2.0,6.0,step.stone,255,0,0
44,0,stone_slab,2.0,6.0,step.stone,255,0,0
44,1,sandstone_slab,2.0,6.0,step.stone,255,0,0
44,2,cobblestone_slab,2.0,6.0,step.stone,255,0,0
44,3,brick_slab,2.0,6.0,step.stone,255,0,0
44,4,stone_brick_slab,2.0,6.0,step.stone,255,0,0
44,5,nether_brick_slab,2.0,6.0,step.stone,255,0,0
44,6,quartz_slab,2.0,6.0,step.stone,255,0,0
44,7,stone_slab,2.0,6.0,step.stone,255,0,0
45,0,brick_block,2.0,6.0,step.stone,255,0,0
46,1,tnt,0.0,0.0,step.grass,255,0,0
46,0,tnt,0.0,0.0,step.grass,255,0,0
47,0,bookshelf,1.5,1.5,step.wood,255,0,0
48,0,mossy_cobblestone,2.0,6.0,step.stone,255,0,0
49,0,obsidian,50.0,1200.0,step.stone,255,0,0
50,5,torch,0.0,0.0,step.wood,0,14,0
50,4,torch,0.0,0.0,step.wood,0,14,0
50,3,torch,0.0,0.0,step.wood,0,14,0
50,2,torch,0.0,0.0,step.wood,0,14,0
50,1,torch,0.0,0.0,step.wood,0,14,0
51,0,fire,0.0,0.0,step.cloth,0,15,0
51,1,fire,0.0,0.0,step.cloth,0,15,0
51,2,fire,0.0,0.0,step.cloth,0,15,0
51,3,fire,0.0,0.0,step.cloth,0,15,0
51,4,fire,0.0,0.0,step.cloth,0,15,0
51,5,fire,0.0,0.0,step.cloth,0,15,0
51,6,fire,0.0,0.0,step.cloth,0,15,0
51,7,fire,0.0,0.0,step.cloth,0,15,0
51,8,fire,0.0,0.0,step.cloth,0,15,0
51,9,fire,0.0,0.0,step.cloth,0,15,0
51,10,fire,0.0,0.0,step.cloth,0,15,0
51,11,fire,0.0,0.0,step.cloth,0,15,0
51,12,fire,0.0,0.0,step.cloth,0,15,0
51,13,fire,0.0,0.0,step.cloth,0,15,0
51,14,fire,0.0,0.0,step.cloth,0,15,0
51,15,fire,0.0,0.0,step.cloth,0,15,0
52,0,mob_spawner,5.0,5.0,step.stone,0,0,0
53,7,oak_stairs,2.0,3.0,step.wood,255,0,0
53,3,oak_stairs,2.0,3.0,step.wood,255,0,0
53,6,oak_stairs,2.0,3.0,step.wood,255,0,0
53,2,oak_stairs,2.0,3.0,step.wood,255,0,0
53,5,oak_stairs,2.0,3.0,step.wood,255,0,0
53,1,oak_stairs,2.0,3.0,step.wood,255,0,0
53,4,oak_stairs,2.0,3.0,step.wood,255,0,0
53,0,oak_stairs,2.0,3.0,step.wood,255,0,0
54,2,chest,2.5,2.5,step.wood,0,0,0
54,3,chest,2.5,2.5,step.wood,0,0,0
54,4,chest,2.5,2.5,step.wood,0,0,0
54,5,chest,2.5,2.5,step.wood,0,0,0
55,0,redstone_wire,0.0,0.0,step.stone,0,0,0
55,1,redstone_wire,0.0,0.0,step.stone,0,0,0
55,2,redstone_wire,0.0,0.0,step.stone,0,0,0
55,3,redstone_wire,0.0,0.0,step.stone,0,0,0
55,4,redstone_wire,0.0,0.0,step.stone,0,0,0
55,5,redstone_wire,0.0,0.0,step.stone,0,0,0
55,6,redstone_wire,0.0,0.0,step.stone,0,0,0
55,7,redstone_wire,0.0,0.0,step.stone,0,0,0
55,8,redstone_wire,0.0,0.0,step.stone,0,0,0
55,9,redstone_wire,0.0,0.0,step.stone,0,0,0
55,10,redstone_wire,0.0,0.0,step.stone,0,0,0
55,11,redstone_wire,0.0,0.0,step.stone,0,0,0
55,12,redstone_wire,0.0,0.0,step.stone,0,0,0
55,13,redstone_wire,0.0,0.0,step.stone,0,0,0
55,14,redstone_wire,0.0,0.0,step.stone,0,0,0
55,15,redstone_wire,0.0,0.0,step.stone,0,0,0
56,0,diamond_ore,3.0,3.0,step.stone,255,0,0
57,0,diamond_block,5.0,6.0,step.stone,255,0,0
58,0,crafting_table,2.5,2.5,step.wood,255,0,0
59,0,wheat,0.0,0.0,step.grass,0,0,0
59,1,wheat,0.0,0.0,step.grass,0,0,0
59,2,wheat,0.0,0.0,step.grass,0,0,0
59,3,wheat,0.0,0.0,step.grass,0,0,0
59,4,wheat,0.0,0.0,step.grass,0,0,0
59,5,wheat,0.0,0.0,step.grass,0,0,0
59,6,wheat,0.0,0.0,step.grass,0,0,0
59,7,wheat,0.0,0.0,step.grass,0,0,0
60,0,farmland,0.6,0.6,step.gravel,255,0,0
60,1,farmland,0.6,0.6,step.gravel,255,0,0
60,2,farmland,0.6,0.6,step.gravel,255,0,0
60,3,farmland,0.6,0.6,step.gravel,255,0,0
60,4,farmland,0.6,0.6,step.gravel,255,0,0
60,5,farmland,0.6,0.6,step.gravel,255,0,0
60,6,farmland,0.6,0.6,step.gravel,255,0,0
60,7,farmland,0.6,0.6,step.gravel,255,0,0
61,2,furnace,3.5,3.5,step.stone,255,0,0
61,3,furnace,3.5,3.5,step.stone,255,0,0
61,4,furnace,3.5,3.5,step.stone,255,0,0
61,5,furnace,3.5,3.5,step.stone,255,0,0
62,2,lit_furnace,3.5,3.5,step.stone,255,13,0
62,3,lit_furnace,3.5,3.5,step.stone,255,13,0
62,4,lit_furnace,3.5,3.5,step.stone,255,13,0
62,5,lit_furnace,3.5,3.5,step.stone,255,13,0
63,0,standing_sign,1.0,1.0,step.wood,0,0,0
63,1,standing_sign,1.0,1.0,step.wood,0,0,0
63,2,standing_sign,1.0,1.0,step.wood,0,0,0
63,3,standing_sign,1.0,1.0,step.wood,0,0,0
63,4,standing_sign,1.0,1.0,step.wood,0,0,0
63,5,standing_sign,1.0,1.0,step.wood,0,0,0
63,6,standing_sign,1.0,1.0,step.wood,0,0,0
63,7,standing_sign,1.0,1.0,step.wood,0,0,0
63,8,standing_sign,1.0,1.0,step.wood,0,0,0
63,9,standing_sign,1.0,1.0,step.wood,0,0,0
63,10,standing_sign,1.0,1.0,step.wood,0,0,0
63,11,standing_sign,1.0,1.0,step.wood,0,0,0
63,12,standing_sign,1.0,1.0,step.wood,0,0,0
63,13,standing_sign,1.0,1.0,step.wood,0,0,0
63,14,standing_sign,1.0,1.0,step.wood,0,0,0
63,15,standing_sign,1.0,1.0,step.wood,0,0,0
64,10,wooden_door,3.0,3.0,step.wood,0,0,0
64,8,wooden_door,3.0,3.0,step.wood,0,0,0
64,11,wooden_door,3.0,3.0,step.wood,0,0,0
64,9,wooden_door,3.0,3.0,step.wood,0,0,0
64,7,wooden_door,3.0,3.0,step.wood,0,0,0
64,3,wooden_door,3.0,3.0,step.wood,0,0,0
64,5,wooden_door,3.0,3.0,step.wood,0,0,0
64,1,wooden_door,3.0,3.0,step.wood,0,0,0
64,6,wooden_door,3.0,3.0,step.wood,0,0,0
64,2,wooden_door,3.0,3.0,step.wood,0,0,0
64,4,wooden_door,3.0,3.0,step.wood,0,0,0
64,0,wooden_door,3.0,3.0,step.wood,0,0,0
65,2,ladder,0.4,0.4,step.ladder,0,0,0
65,3,ladder,0.4,0.4,step.ladder,0,0,0
65,4,ladder,0.4,0.4,step.ladder,0,0,0
65,5,ladder,0.4,0.4,step.ladder,0,0,0
66,0,rail,0.7,0.7,step.stone,0,0,0
66,1,rail,0.7,0.7,step.stone,0,0,0
66,2,rail,0.7,0.7,step.stone,0,0,0
66,3,rail,0.7,0.7,step.stone,0,0,0
66,4,rail,0.7,0.7,step.stone,0,0,0
66,5,rail,0.7,0.7,step.stone,0,0,0
66,6,rail,0.7,0.7,step.stone,0,0,0
66,7,rail,0.7,0.7,step.stone,0,0,0
66,8,rail,0.7,0.7,step.stone,0,0,0
66,9,rail,0.7,0.7,step.stone,0,0,0
67,7,stone_stairs,2.0,6.0,step.stone,255,0,0
67,3,stone_stairs,2.0,6.0,step.stone,255,0,0
67,6,stone_stairs,2.0,6.0,step.stone,255,0,0
67,2,stone_stairs,2.0,6.0,step.stone,255,0,0
67,5,stone_stairs,2.0,6.0,step.stone,255,0,0
67,1,stone_stairs,2.0,6.0,step.stone,255,0,0
67,4,stone_stairs,2.0,6.0,step.stone,255,0,0
67,0,stone_stairs,2.0,6.0,step.stone,255,0,0
68,2,wall_sign,1.0,1.0,step.wood,0,0,0
68,3,wall_sign,1.0,1.0,step.wood,0,0,0
68,4,wall_sign,1.0,1.0,step.wood,0,0,0
68,5,wall_sign,1.0,1.0,step.wood,0,0,0
69,8,lever,0.5,0.5,step.wood,0,0,0
69,0,lever,0.5,0.5,step.wood,0,0,0
69,9,lever,0.5,0.5,step.wood,0,0,0
69,1,lever,0.5,0.5,step.wood,0,0,0
69,10,lever,0.5,0.5,step.wood,0,0,0
69,2,lever,0.5,0.5,step.wood,0,0,0
69,11,lever,0.5,0.5,step.wood,0,0,0
69,3,lever,0.5,0.5,step.wood,0,0,0
69,12,lever,0.5,0.5,step.wood,0,0,0
69,4,lever,0.5,0.5,step.wood,0,0,0
69,13,lever,0.5,0.5,step.wood,0,0,0
69,5,lever,0.5,0.5,step.wood,0,0,0
69,14,lever,0.5,0.5,step.wood,0,0,0
69,6,lever,0.5,0.5,step.wood,0,0,0
69,15,lever,0.5,0.5,step.wood,0,0,0
69,7,lever,0.5,0.5,step.wood,0,0,0
70,1,stone_pressure_plate,0.5,0.5,step.stone,0,0,0
70,0,stone_pressure_plate,0.5,0.5,step.stone,0,0,0
71,10,iron_door,5.0,5.0,step.stone,0,0,0
71,8,iron_door,5.0,5.0,step.stone,0,0,0
71,11,iron_door,5.0,5.0,step.stone,0,0,0
71,9,iron_door,5.0,5.0,step.stone,0,0,0
71,7,iron_door,5.0,5.0,step.stone,0,0,0
71,3,iron_door,5.0,5.0,step.stone,0,0,0
71,5,iron_door,5.0,5.0,step.stone,0,0,0
71,1,iron_door,5.0,5.0,step.stone,0,0,0
71,6,iron_door,5.0,5.0,step.stone,0,0,0
71,2,iron_door,5.0,5.0,step.stone,0,0,0
71,4,iron_door,5.0,5.0,step.stone,0,0,0
71,0,iron_door,5.0,5.0,step.stone,0,0,0
72,1,wooden_pressure_plate,0.5,0.5,step.wood,0,0,0
72,0,wooden_pressure_plate,0.5,0.5,step.wood,0,0,0
73,0,redstone_ore,3.0,3.0,step.stone,255,0,0
74,0,lit_redstone_ore,3.0,3.0,step.stone,255,9,0
75,5,unlit_redstone_torch,0.0,0.0,step.wood,0,0,0
75,4,unlit_redstone_torch,0.0,0.0,step.wood,0,0,0
75,3,unlit_redstone_torch,0.0,0.0,step.wood,0,0,0
75,2,unlit_redstone_torch,0.0,0.0,step.wood,0,0,0
75,1,unlit_redstone_torch,0.0,0.0,step.wood,0,0,0
76,5,redstone_torch,0.0,0.0,step.wood,0,7,0
76,4,redstone_torch,0.0,0.0,step.wood,0,7,0
76,3,redstone_torch,0.0,0.0,step.wood,0,7,0
76,2,redstone_torch,0.0,0.0,step.wood,0,7,0
